artist,album,track_name,release_date,popularity,genres,sub-genres,explicit,followers,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,tempo,duration_ms,time_signature,playlist,mood
John Mayer,Battle Studies,Heartbreak Warfare,2009-11-13,64,neo mellow, singer-songwriter,0,5806031,4gs07VlJST4bdxGbBsXVue,0.624,0.554,2,-8.113,1,0,0,0,97.031,269720,4,playlist_2010,0
Sugarland,The Incredible Machine,Stuck Like Glue,2010-01-01,64,contemporary country, country,0,1825562,0JcKdUGNR7zI4jJDLyYXbi,0.702,0.795,1,-4.764,1,0,0,0,83.961,247587,4,playlist_2010,1
Lady A,Need You Now,Need You Now,2010-01-01,64,contemporary country, country,0,3722837,7h70RTLbnhDyPGXjl3iEhh,0.581,0.717,4,-4.433,1,0,0,0,107.884,236440,4,playlist_2010,0
DJ Fresh,Gold Dust,Gold Dust - Radio Edit,2010-07-30,64,dancefloor dnb, drum and bass,0,287098,3uIGef7OSXkFdqxjFWn2o6,0.451,0.948,0,-0.74,1,0,0,0,176.985,192447,4,playlist_2010,0
B.o.B,B.o.B Presents: The Adventures of Bobby Ray,Magic (feat. Rivers Cuomo),2010-04-27,64,atl hip hop, dance pop,0,2076235,5uHYcK0nbEYgRaFTY5BqnP,0.549,0.932,8,-4.11,0,0,0,0,82.439,196133,4,playlist_2010,1
Ellie Goulding,Bright Lights (Lights Re-pack / Bonus Version),Your Song - Bonus Track,2010-01-01,64,dance pop, edm,0,11765673,1a9hBnJodCsNcp0HoJAObp,0.547,0.197,10,-12.002,1,0,0,0,133.85,191827,4,playlist_2010,0
Sean Kingston,Eenie Meenie EP,Eenie Meenie,2020-02-28,63,dance pop, miami hip hop,0,2977280,45O0tUN9Bh6LH4eNxQ07AT,0.734,0.639,1,-3.241,1,0,0,0,121.212,201653,4,playlist_2010,1
John Mayer,Battle Studies,Half of My Heart,2009-11-13,64,neo mellow, singer-songwriter,0,5806031,7hR5toSPEgwFZ78jfHdANM,0.681,0.593,5,-9.327,1,0,0,0,115.058,250373,4,playlist_2010,1
Jason Derulo,Jason Derulo,Ridin' Solo,2010-02-24,63,dance pop, edm,0,11768818,6BaxqcoEM9r3LXisTyJjST,0.442,0.83,9,-4.02,1,0,0,0,89.338,215747,4,playlist_2010,1
CeeLo Green,The Lady Killer,Forget You,2010-11-09,63,atl hip hop,,0,566358,7AqISujIaWcY3h5zrOqt5v,0.696,0.875,0,-3.682,1,0,0,0,127.39,222733,4,playlist_2010,1
Yolanda Be Cool,We No Speak Americano,We No Speak Americano (Edit),2020-12-04,63,australian dance, australian house,0,42294,37dYAkMa4lzRCH6kDbMT1L,0.902,0.805,6,-5.003,1,0,0,0,124.985,157438,4,playlist_2010,1
3OH!3,WANT (Deluxe),STARSTRUKK (feat. Katy Perry),2009-01-16,63,dance pop, electropowerpop,1,921593,1hBM2D1ULT3aeKuddSwPsK,0.607,0.805,11,-5.579,0,0,0,0,139.894,202667,4,playlist_2010,0
Enrique Iglesias,Euphoria,I Like It,2010,63,latin pop, mexican pop,0,11124032,7HacCTm33hZYYN8DXpCYuG,0.648,0.942,10,-2.881,0,0,0,0,129.007,231373,4,playlist_2010,1
Rihanna,Loud,Man Down,2010-11-16,62,barbadian pop, pop,1,53901957,454h9zAIuTe1eJyw9iTnj4,0.479,0.906,0,-4.03,0,0,0,0,155.887,266987,4,playlist_2010,1
Ludacris,Battle Of The Sexes (Deluxe),How Low,2010-01-01,62,atl hip hop, dance pop,1,2552022,1WtTLtofvcjQM3sXSMkDdX,0.785,0.498,1,-6.977,1,0,0,0,143.96,201587,4,playlist_2010,0
Maroon 5,Hands All Over (Deluxe),Misery,2010,62,pop,,0,39991348,6KBYk8OFtod7brGuZ3Y67q,0.704,0.81,4,-4.874,0,0,0,0,102.98,216200,4,playlist_2010,1
Example,Won't Go Quietly,Kickstarts,2010-06-20,62,dance pop, hip house,0,311450,07WEDHF2YwVgYuBugi2ECO,0.61,0.836,5,-4.455,1,0,0,0,126.056,181827,4,playlist_2010,1
Jason Derulo,Jason Derulo,In My Head,2010-02-24,62,dance pop, edm,0,11768818,5BoIP8Eha5hwmRVURkC2Us,0.762,0.748,0,-4.15,0,0,0,0,110.009,199027,4,playlist_2010,1
Adam Lambert,For Your Entertainment,Whataya Want from Me,2009-11-23,61,dance pop, idol,0,1467923,2rDwdvBma1O1eLzo29p2cr,0.44,0.683,11,-4.732,0,0,0,0,185.948,227320,4,playlist_2010,0
Trey Songz,Ready (Deluxe),Say Aah (feat. Fabolous),2009-08-31,61,dance pop, hip pop,0,7156026,2fQ6sBFWaLv2Gxos4igHLy,0.724,0.87,1,-3.614,0,0,0,1,93.01,207547,4,playlist_2010,1
The Script,Science & Faith,For the First Time,2011-01-18,61,celtic rock, dance pop,1,7784726,09ZcYBGFX16X8GMDrvqQwt,0.396,0.629,9,-4.78,1,0,0,0,173.794,252853,4,playlist_2010,0
Usher,Raymond v Raymond (Expanded Edition),Hey Daddy (Daddy's Home),2010-03-30,61,atl hip hop, contemporary r&b,0,10379380,030OCtLMrljNhp8OWHBWW3,0.59,0.698,11,-4.262,1,0,0,0,95.975,224093,4,playlist_2010,0
3OH!3,Streets Of Gold,My First Kiss (feat. Ke$ha),2010-06-25,60,dance pop, electropowerpop,0,921593,17tDv8WA8IhqE8qzuQn707,0.682,0.889,0,-4.166,1,0,0,0,138.021,192440,4,playlist_2010,1
K'NAAN,Troubadour,Wavin' Flag,2009,60,reggae fusion,,0,206722,0zREtnLmVnt8KUJZZbSdla,0.625,0.699,0,-6.416,1,0,0,0,75.974,220520,4,playlist_2010,1
Sara Bareilles,Kaleidoscope Heart,King of Anything,2010-09-07,60,acoustic pop, hollywood,0,1880977,3VA8T3rNy5V24AXxNK5u9E,0.676,0.762,1,-4.172,1,0,0,0,119.003,207493,4,playlist_2010,1
Robyn,Body Talk,Dancing On My Own - Radio Edit,2010-01-01,59,art pop, dance pop,0,805753,7g13jf3zqlP5S68Voo5v9m,0.573,0.926,6,-6.045,1,0,0,0,117.047,278080,4,playlist_2010,0
Alicia Keys,The Element Of Freedom,Try Sleeping with a Broken Heart,2009-12-15,59,hip pop, neo soul,0,10540783,1yK9LISg5uBOOW5bT2Wm0i,0.496,0.821,5,-5.155,1,0,0,0,110.977,249013,5,playlist_2010,1
Kesha,Animal (Expanded Edition),Blah Blah Blah (feat. 3OH!3),2010-01-01,59,dance pop, pop,1,7528838,7lWUJpax919G4JdaFEVmCy,0.752,0.836,10,-3.173,1,0,0,0,120.003,172053,4,playlist_2010,1
Swedish House Mafia,One (Your Name),One - Radio Edit,2010-07-23,58,dance pop, edm,0,3672678,41KPpw0EZCytxNkmEMJVgr,0.802,0.781,0,-6.564,1,0,1,0,125.026,169920,4,playlist_2010,1
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),No Hands (feat. Roscoe Dash & Wale),2010-09-06,58,atl hip hop, dirty south rap,1,2606249,6GgPsuz0HEO0nrO2T0QhDv,0.76,0.595,1,-6.366,1,0,0,0,131.497,263773,4,playlist_2010,0
Take That,Progress,The Flood,2010-01-01,57,boy band, dance pop,0,1193661,2a3U3GTCvrcma7wetBtOpi,0.514,0.83,11,-6.077,0,0,0,0,100.631,289360,4,playlist_2010,0
Ne-Yo,Libra Scale,Beautiful Monster,2010-01-01,57,dance pop, pop,0,7825791,2Q99zPXVqCPN5RaZawvJWZ,0.708,0.771,5,-6.99,0,0,0,0,128.013,251573,4,playlist_2010,0
Duck Sauce,Barbra Streisand,Barbra Streisand (Radio Edit),2010-10-15,56,disco house, electro house,0,112836,5pYlc1vQ6999WU43WzF4SR,0.763,0.925,1,-1.997,1,0,0,0,127.95,194531,4,playlist_2010,0
Glee Cast,"Glee: The Music, Volume 1",Don't Stop Believin' (Glee Cast Version) - Cover of Journey,2009-11-02,56,glee club, hollywood,0,1503362,6rjnRocdCULjLF61x2NR5e,0.473,0.604,7,-4.034,1,0,0,0,123.848,232000,4,playlist_2010,0
The Wanted,The Wanted,All Time Low,2010-01-01,55,boy band, dance pop,0,2605433,4kPf4MbDp81GfVHLISdByL,0.69,0.617,8,-5.022,0,0,0,0,134.023,205200,4,playlist_2010,1
Ellie Goulding,Bright Lights (Lights Re-pack / Bonus Version),Starry Eyed,2010-01-01,55,dance pop, edm,0,11765673,14OF4JQOIm4hb0GfG5nfyF,0.504,0.814,5,-5.346,0,0,0,0,149.967,176613,4,playlist_2010,1
The Saturdays,Headlines,Higher,2010-01-01,55,dance pop, electropop,0,751437,0QVAlchLCx15ZLSoR9Wg1B,0.639,0.862,10,-3.292,1,0,0,0,117.011,207613,4,playlist_2010,1
Tim Berg,Bromance (Remixes),Bromance - Avicii's Radio Edit,2010-08-04,52,edm, pop dance,0,208965,0xHQuV3c496RjG7ocxBINZ,0.681,0.804,1,-8.901,0,0,1,0,126.016,218616,4,playlist_2010,0
DJ Khaled,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)","All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",2010-02-09,52,hip hop, miami hip hop,1,9414464,75FT1IPlCYCs5DAYbR9mjE,0.544,0.781,10,-3.616,1,0,0,0,150.1,232507,4,playlist_2010,0
Kris Allen,Kris Allen,Live Like We're Dying,2009-11-16,51,acoustic pop, idol,0,160184,1HfxPaJggVwFsvOtHbVzMz,0.589,0.893,0,-2.948,1,0,0,0,92.011,212507,4,playlist_2010,1
Adele,21,Rolling in the Deep,2011-01-24,79,british soul, pop,1,47145453,1c8gk2PeTE04A1pIDH9YMk,0.73,0.769,8,-5.114,1,0,0,0,104.948,228093,4,playlist_2011,1
Maroon 5,Hands All Over,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",2010,71,pop,,0,39991348,7LcfRTgAVTs5pQGEQgUEzN,0.722,0.758,11,-4.477,0,0,0,0,128.047,201160,4,playlist_2011,1
LMFAO,Sorry For Party Rocking,Party Rock Anthem,2011-01-01,68,dance pop, pop,0,4178314,0IkKz2J93C94Ei4BvDop7P,0.75,0.727,5,-4.21,0,0,0,0,129.993,262173,4,playlist_2011,0
Katy Perry,Teenage Dream,Firework,2010-01-01,69,dance pop, pop,0,25922667,4r6eNCsrZnQWJzzvFh4nlg,0.638,0.832,8,-5.039,1,0,0,0,124.071,227893,4,playlist_2011,1
Bruno Mars,Doo-Wops & Hooligans,Grenade,2010-10-05,77,dance pop, pop,0,47107712,2tJulUYLDKOg9XrtVkMgcJ,0.704,0.558,2,-7.273,0,0,0,0,110.444,222091,4,playlist_2011,0
Miguel,All I Want Is You,Sure Thing,2010-11-26,91,dance pop, pop,0,4543674,0JXXNGljqupsJaZsgSbMZV,0.684,0.607,11,-8.127,0,0,0,0,81.001,195373,4,playlist_2011,0
Coldplay,Mylo Xyloto,Paradise,2011-10-24,82,permanent wave, pop,0,42767408,6nek1Nin9q48AVZcWs9e9D,0.449,0.585,5,-6.761,1,0,0,0,139.631,278719,4,playlist_2011,0
Foster The People,Torches,Pumped Up Kicks,2011-05-23,82,indietronica, modern rock,0,3653027,7w87IxuO7BDcJ3YUqCyMTT,0.733,0.71,5,-5.849,0,0,0,0,127.975,239600,4,playlist_2011,1
Pitbull,Planet Pit (Deluxe Version),"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",2011-06-17,81,dance pop, miami hip hop,0,9899665,4QNpBfC0zvjKqPJcyqBy9W,0.671,0.939,8,-3.206,1,0,0,0,129.024,252307,4,playlist_2011,1
Selena Gomez & The Scene,When The Sun Goes Down,Love You Like A Love Song,2011-01-01,81,dance pop, pop,0,8564042,0laYHRpNTS6i8FXdupHkJ4,0.858,0.678,1,-3.87,0,0,0,0,117.009,188453,4,playlist_2011,1
Rihanna,Loud (Japan Version),S&M,2010-01-01,80,barbadian pop, pop,0,53901957,7ySUcLPVX7KudhnmNcgY2D,0.769,0.684,1,-5.019,1,0,0,0,127.972,243600,4,playlist_2011,1
Gym Class Heroes,The Papercut Chronicles II,Stereo Hearts (feat. Adam Levine),2011-11-11,80,dance pop, pop rap,0,1438067,0qOnSQQF0yzuPWsXrQ9paz,0.646,0.795,9,-3.293,1,0,0,0,89.99,210960,4,playlist_2011,1
Adele,21,Set Fire to the Rain,2011-01-24,80,british soul, pop,0,47145453,73CMRj62VK8nUS4ezD2wvi,0.603,0.67,2,-3.882,0,0,0,0,107.993,242974,4,playlist_2011,0
Christina Perri,A Thousand Years,A Thousand Years,2011-10-18,79,dance pop, neo mellow,0,3541576,6lanRgr6wXibZr8KgzXxBl,0.421,0.407,10,-7.445,1,0,0,0,139.028,285120,3,playlist_2011,0
Kanye West,My Beautiful Dark Twisted Fantasy,All Of The Lights,2010-11-22,78,chicago rap, rap,1,19599435,22L7bfCiAkJo5xGSQgmiIO,0.531,0.803,1,-3.284,1,0,0,0,142.113,299613,4,playlist_2011,0
Jennifer Lopez,Love?,On The Floor,2011-01-01,78,dance pop, pop,0,12323081,3C0nOe05EIt1390bVABLyN,0.73,0.777,3,-5.194,0,0,0,0,130.0,284867,4,playlist_2011,1
Rihanna,Talk That Talk,We Found Love,2011-11-19,80,barbadian pop, pop,0,53901957,0U10zFw4GlBacOy9VDGfGL,0.735,0.766,1,-4.485,1,0,0,0,127.985,215227,4,playlist_2011,1
Nicki Minaj,Pink Friday (Complete Edition),Super Bass,2010-11-22,77,dance pop, hip pop,1,27706642,3hlksXnvbKogFdPbpO9vel,0.723,0.86,11,-4.357,1,0,0,0,126.979,200013,4,playlist_2011,1
GROUPLOVE,Never Trust a Happy Song,Tongue Tied,2011-09-02,77,indie pop, indie poptimism,0,1133050,0GO8y8jQk1PkHzS31d699N,0.56,0.936,3,-5.835,1,0,0,0,112.96,218013,4,playlist_2011,0
Adele,21,Someone Like You,2011-01-24,78,british soul, pop,0,47145453,1zwMYTA5nlNjZxYrvBB2pV,0.556,0.319,9,-8.251,1,0,0,0,135.187,285240,4,playlist_2011,0
P!nk,Raise Your Glass,Raise Your Glass,2010-10-05,77,dance pop, pop,1,14799769,1gv4xPanImH17bKZ9rOveR,0.7,0.709,7,-5.006,1,0,0,0,122.019,202960,4,playlist_2011,1
The Wanted,Battleground (Deluxe Edition),Glad You Came,2011-01-01,77,boy band, dance pop,0,2605433,5yDL13y5giogKs2fSNf7sj,0.722,0.851,7,-3.873,0,0,0,0,126.885,197936,4,playlist_2011,0
Selena Gomez & The Scene,When The Sun Goes Down,Who Says,2011-01-01,76,dance pop, pop,0,8564042,3TcL0dyCMyr0kyTTc4NLgI,0.682,0.927,4,-2.915,1,0,0,0,101.019,195613,4,playlist_2011,1
Drake,Take Care (Deluxe),Headlines,2011-11-15,76,canadian hip hop, canadian pop,1,73357492,6LxSe8YmdPxy095Ux6znaQ,0.636,0.566,6,-7.16,0,0,0,0,151.894,235987,4,playlist_2011,0
Black Eyed Peas,The Beginning,Just Can’t Get Enough,2010-01-01,75,dance pop, pop,0,7322699,3JA9Jsuxr4xgHXEawAdCp4,0.659,0.628,0,-8.685,0,0,0,0,94.05,219427,4,playlist_2011,0
Waka Flocka Flame,Flockaveli,No Hands (feat. Roscoe Dash & Wale),2010-10-01,75,atl hip hop, dirty south rap,1,2606249,03tqyYWC9Um2ZqU0ZN849H,0.76,0.595,1,-6.366,1,0,0,0,131.497,263773,4,playlist_2011,0
Wiz Khalifa,Rolling Papers,Black and Yellow,2011-03-29,74,dance pop, hip hop,1,10958679,5A6OHHy73AR5tLxgTc98zz,0.684,0.834,2,-4.524,0,0,0,0,164.02,217667,4,playlist_2011,1
Beyoncé,4,Love On Top,2011-06-24,74,dance pop, pop,0,34011219,1z6WtY7X4HQJvzxC4UgkSf,0.652,0.749,0,-5.248,1,0,0,0,94.103,267413,4,playlist_2011,1
Rihanna,Loud (Japan Version),What's My Name?,2010-01-01,74,barbadian pop, pop,0,53901957,6DkXLzBQT7cwXmTyzAB1DJ,0.689,0.784,2,-2.972,1,0,0,0,99.954,263173,4,playlist_2011,1
Bruno Mars,Doo-Wops & Hooligans,Marry You,2010-10-05,74,dance pop, pop,0,47107712,22PMfvdz35fFKYnJyMn077,0.621,0.82,10,-4.865,1,0,0,0,144.905,230192,4,playlist_2011,0
Katy Perry,Teenage Dream: The Complete Confection,Last Friday Night (T.G.I.F.),2012-03-12,73,dance pop, pop,0,25922667,455AfCsOhhLPRc68sE01D8,0.649,0.815,3,-3.796,0,0,0,0,126.03,230747,4,playlist_2011,1
Ed Sheeran,+,The A Team,2011-09-09,73,pop, uk pop,0,110635382,1VdZ0vKfR5jneCmWIUAMxK,0.642,0.289,9,-9.918,1,0,0,0,84.996,258373,4,playlist_2011,0
Jeremih,All About You,Down On Me,2010-01-01,73,chicago rap, dance pop,0,6213746,0x3TibRgnSqzkcwrqBd4iX,0.7,0.598,2,-7.783,1,0,0,0,160.041,228453,4,playlist_2011,1
Avril Lavigne,Goodbye Lullaby (Expanded Edition),What the Hell,2011-03-08,72,canadian pop, candy pop,0,9677454,2z4U9d5OAA4YLNXoCgioxo,0.578,0.926,6,-3.689,0,0,0,0,149.976,220707,4,playlist_2011,1
Eric Church,Chief,Springsteen,2011-01-01,72,contemporary country, country,0,3692367,05ZACkzW8YbRq3eFgIfSNB,0.692,0.809,2,-5.935,1,0,0,0,104.023,263387,4,playlist_2011,1
Lil Wayne,Tha Carter IV (Complete Edition),6 Foot 7 Foot,2011-08-29,72,hip hop, new orleans rap,1,13295066,5Qy6a5KzM4XlRxsNcGYhgH,0.364,0.752,2,-5.429,1,0,0,0,79.119,248587,4,playlist_2011,1
Bruno Mars,Doo-Wops & Hooligans,The Lazy Song,2010-10-05,71,dance pop, pop,0,47107712,1ExfPZEiahqhLyajhybFeS,0.794,0.711,8,-5.124,0,0,0,0,174.915,189109,4,playlist_2011,1
OneRepublic,Waking Up,Good Life,2009-01-01,71,piano rock, pop,1,15265256,6OtCIsQZ64Vs1EbzztvAv4,0.634,0.69,6,-7.804,1,0,0,0,94.988,253307,4,playlist_2011,1
Christina Perri,lovestrong.,Jar of Hearts,2011-05-10,71,dance pop, neo mellow,0,3541576,0HZhYMZOcUzZKSFwPOti6m,0.349,0.348,3,-6.142,1,0,0,0,74.541,246587,4,playlist_2011,0
Ed Sheeran,+,Lego House,2011-09-09,72,pop, uk pop,0,110635382,5ubHAQtKuFfiG4FXfLP804,0.592,0.637,11,-8.48,1,0,0,0,159.701,185093,4,playlist_2011,1
Pitbull,Planet Pit (Deluxe Version),Hey Baby (Drop It to the Floor) (feat. T-Pain),2011-06-17,71,dance pop, miami hip hop,0,9899665,3rfhI32Il2hVRKDkuGeeen,0.595,0.912,10,-3.428,0,0,0,0,128.024,234453,4,playlist_2011,1
Chris Brown,F.A.M.E. (Expanded Edition),Look At Me Now (feat. Lil' Wayne & Busta Rhymes),2011-03-22,71,dance pop, r&b,1,18930345,3hsmbFKT5Cujb5GQjqEU39,0.767,0.677,11,-6.128,0,0,0,0,146.155,222587,4,playlist_2011,1
Jason Aldean,My Kinda Party,Dirt Road Anthem,2010-11-02,71,contemporary country, country,0,5932794,2qYsSHsYkihWx043HVJQRV,0.68,0.741,2,-5.055,1,0,0,0,127.024,229400,4,playlist_2011,1
Coldplay,Mylo Xyloto,Every Teardrop Is a Waterfall,2011-10-24,70,permanent wave, pop,0,42767408,2U8g9wVcUu9wsg6i7sFSv8,0.425,0.732,9,-6.883,1,0,0,0,117.98,240796,4,playlist_2011,0
Hot Chelle Rae,Whatever,Tonight Tonight,2011-11-25,70,dance pop, dance rock,0,582867,2i0AUcEnsDm3dsqLrFWUCq,0.686,0.783,4,-4.977,1,0,0,0,99.978,200467,4,playlist_2011,1
Kesha,Cannibal (Expanded Edition),We R Who We R,2010-11-19,70,dance pop, pop,0,7528838,3LUWWox8YYykohBbHUrrxd,0.736,0.817,8,-4.9,1,0,0,0,119.95,204760,4,playlist_2011,1
Dr. Dre,I Need A Doctor,I Need A Doctor,2011-02-01,70,g funk, gangster rap,1,9244105,70ATm56tH7OrQ1zurYssz0,0.594,0.946,3,-4.521,1,0,0,0,155.826,283733,4,playlist_2011,0
Birdy,Birdy,Skinny Love,2011-11-04,70,pop,,0,3685801,4RL77hMWUq35NYnPLXBpih,0.379,0.29,4,-8.485,1,0,0,0,166.467,201080,4,playlist_2011,0
M83,"Hurry Up, We're Dreaming",Midnight City,2011,70,french shoegaze, french synthpop,0,2204359,1eyzqe2QqGZUmfcPZtrIyt,0.526,0.712,11,-6.525,0,0,0,0,105.009,241440,4,playlist_2011,0
Cobra Starship,Night Shades,You Make Me Feel... (feat. Sabi),2011-08-29,69,dance pop, electropop,0,494403,16Of7eeW44kt0a1M0nitHM,0.668,0.857,7,-2.944,0,0,0,0,131.959,215693,4,playlist_2011,1
Lupe Fiasco,Lasers,The Show Goes On,2011-03-04,69,alternative hip hop, chicago rap,1,1840528,4NTWZqvfQTlOMitlVn6tew,0.591,0.889,7,-3.839,1,0,0,0,143.067,239613,4,playlist_2011,1
Chris Brown,F.A.M.E. (Expanded Edition),Yeah 3x,2011-03-22,69,dance pop, r&b,1,18930345,2QtxlzvSBONjs1bDC34ixs,0.705,0.882,11,-3.201,0,0,0,0,130.0,241667,4,playlist_2011,1
Jason Derulo,Future History (Deluxe Edition),It Girl,2011-09-16,68,dance pop, edm,0,11768818,4fINc8dnfcz7AdhFYVA4i7,0.668,0.718,1,-4.736,0,0,0,0,91.993,192200,4,playlist_2011,0
DJ Khaled,We The Best Forever,I'm On One,2011-01-01,68,hip hop, miami hip hop,1,9414464,608a1wIsSd5KzMEqm1O7w3,0.413,0.807,11,-3.499,0,0,0,0,149.33,296147,4,playlist_2011,0
Lady Gaga,Born This Way (Special Edition),Born This Way,2011-01-01,68,art pop, dance pop,0,25686269,6r2BECwMgEoRb5yLfp0Hca,0.587,0.828,11,-5.108,1,0,0,0,123.907,260253,4,playlist_2011,0
Diddy - Dirty Money,Last Train To Paris,Coming Home,2010-01-01,68,hip pop,,0,129300,6Iocm6VMu6bVNYwiDoyQFW,0.392,0.839,7,-1.921,1,0,0,0,168.001,238693,4,playlist_2011,0
Beyoncé,4,Best Thing I Never Had,2011-06-24,68,dance pop, pop,0,34011219,3lBRNqXjPp2j3JMTCXDTNO,0.546,0.649,6,-4.056,1,0,0,0,99.05,253747,4,playlist_2011,0
Snoop Dogg,Sweat (Snoop Dogg Vs. David Guetta) [Remix],Sweat - Remix,2011-01-01,68,g funk, gangster rap,0,9434256,0R7YVi7w41Dr9jU5vblAok,0.813,0.732,7,-5.636,1,0,0,0,130.02,195987,4,playlist_2011,1
Katy Perry,Teenage Dream: The Complete Confection,E.T.,2012-03-12,68,dance pop, pop,0,25922667,36ux3YuUsGTWPT8fXclS45,0.62,0.869,1,-5.252,1,0,0,0,151.684,229573,4,playlist_2011,1
Bad Meets Evil,Hell: The Sequel (Deluxe),Lighters,2011-01-01,67,detroit hip hop, gangster rap,1,1613707,5zpDHEU12zATwLGvozxPw2,0.676,0.695,0,-8.327,1,0,0,0,90.268,303813,4,playlist_2011,0
Usher,More,More - RedOne Jimmy Joker Remix,2010-11-22,67,atl hip hop, contemporary r&b,0,10379380,0aBKFfdyOD1Ttvgv0cfjjJ,0.551,0.893,7,-2.628,1,0,0,0,125.083,219987,4,playlist_2011,1
P!nk,Greatest Hits...So Far!!!,F**kin' Perfect,2010-11-12,67,dance pop, pop,1,14799769,3MGJF1CDFGfjXESL2Heva0,0.565,0.646,7,-4.749,1,0,0,0,91.973,213413,4,playlist_2011,0
Kesha,Cannibal (Expanded Edition),Blow,2010-11-19,67,dance pop, pop,0,7528838,3pYDZTJM2tVBUhIRifWVzI,0.753,0.729,11,-3.862,0,0,0,0,120.013,219973,4,playlist_2011,1
Far East Movement,Free Wired,Rocketeer,2010-01-01,66,asian american hip hop, dance pop,0,1140299,45sDIKapDyxPl307QpEAwl,0.664,0.845,4,-6.115,0,0,0,0,96.005,211253,4,playlist_2011,0
The Band Perry,The Band Perry,If I Die Young,2010-01-01,66,contemporary country, country,0,1563353,4u26EevCNXMhlvE1xFBJwX,0.606,0.497,4,-6.611,1,0,0,0,130.739,222773,4,playlist_2011,0
Britney Spears,Femme Fatale (Deluxe Version),I Wanna Go,2011-03-28,66,dance pop, pop,0,12056889,5cCAZS9VhLGEDV4NCfieeg,0.696,0.546,5,-6.55,1,0,0,0,130.002,210267,4,playlist_2011,1
Nickelback,Here and Now (Audio Only Version),When We Stand Together,2011-11-14,66,alternative metal, canadian rock,0,6198641,4bCOAuhvjsxbVBM5MM8oik,0.446,0.9,10,-3.541,0,0,0,0,187.961,190787,4,playlist_2011,1
Lil Wayne,Tha Carter IV (Complete Edition),How To Love,2011-08-29,66,hip hop, new orleans rap,0,13295066,5W7BcYDIaeXnpG3e39T7hJ,0.644,0.661,11,-6.093,1,0,0,0,153.992,240307,4,playlist_2011,0
Swedish House Mafia,Save The World,Save The World,2011-05-13,65,dance pop, edm,0,3672678,65hRZOQkVjmBdusz1N7aOv,0.507,0.665,0,-7.598,1,0,0,0,126.879,213338,4,playlist_2011,0
David Guetta,Nothing but the Beat 2.0,Where Them Girls At (feat. Nicki Minaj & Flo Rida),2011-08-24,65,big room, dance pop,1,25719572,63rbP24OzfaQCJjsHWZXnY,0.664,0.872,3,-3.117,1,0,0,0,129.873,210093,4,playlist_2011,1
Red Hot Chili Peppers,I'm with You,The Adventures of Rain Dance Maggie,2011-08-29,65,alternative rock, funk metal,1,19377055,0PgNhIg5n0UAOBVn43b8b6,0.683,0.734,4,-4.523,0,0,0,0,106.254,282400,4,playlist_2011,1
Keri Hilson,No Boys Allowed,Pretty Girl Rock,2010-01-01,64,dance pop, hip pop,0,1877709,2Adn2LNgkHMH5TelQVAu4n,0.666,0.87,11,-5.004,0,0,0,0,160.014,243920,4,playlist_2011,1
James Morrison,The Awakening,I Won't Let You Go,2011-01-01,64,dance pop, neo mellow,0,1537491,2TUzU4IkfH8kcvY2MUlsd2,0.537,0.611,0,-6.427,1,0,0,0,105.955,229303,4,playlist_2011,0
Alexandra Stan,Saxobeats,Mr. Saxobeat,2011-10-25,64,dance pop, electropop,0,370676,2ZAx6NDhX2yE5aL5ueEQgY,0.72,0.925,4,-4.165,0,0,0,0,127.004,195105,4,playlist_2011,1
Britney Spears,Femme Fatale (Deluxe Version),Till the World Ends,2011-03-28,64,dance pop, pop,0,12056889,38iU2jg98IZZEIJPrP7aWD,0.693,0.705,8,-5.747,1,0,0,0,131.951,237947,4,playlist_2011,0
Lady Gaga,Born This Way,The Edge Of Glory,2011-01-01,64,art pop, dance pop,0,25686269,0JNdS1n0ifOP25XvhwAMgM,0.581,0.772,9,-6.544,1,0,0,0,127.952,320587,4,playlist_2011,0
Enrique Iglesias,Euphoria,Tonight (I'm Fuckin' You),2010,63,latin pop, mexican pop,1,11124032,3nMb7ToWIxYvmaIG20z6ux,0.648,0.89,0,-3.982,0,0,0,0,125.953,232213,4,playlist_2011,0
LMFAO,Sorry For Party Rocking (Deluxe Version),Sexy And I Know It,2011-01-01,63,dance pop, pop,0,4178314,0obBFrPYkSoBJbvHfUIhkv,0.707,0.861,7,-4.225,1,0,0,0,130.021,199480,4,playlist_2011,1
Lady A,Own The Night,Just A Kiss,2011-09-13,62,contemporary country, country,0,3722837,2OXidlnDThZR3zf36k6DVL,0.593,0.639,1,-5.826,1,0,0,0,142.881,218840,4,playlist_2011,0
David Guetta,Nothing but the Beat 2.0,Without You (feat. Usher),2011-08-24,63,big room, dance pop,0,25719572,1tAutlhI9FwnKn7fVgmd5P,0.608,0.614,2,-3.727,1,0,0,0,127.885,208133,4,playlist_2011,0
